Date,Open,High,Low,Close,Adj Close,Volume
3/1/2023,14.85099983215332,14.996000289916992,14.095999717712402,14.31499958,14.303279876708984,401277000
4/1/2023,14.567000389099121,14.852999687194824,14.241000175476074,14.74899959564209,14.736924171447754,431324000
5/1/2023,14.491000175476074,14.564000129699707,14.14799976348877,14.265000343322754,14.253320693969727,389168000
6/1/2023,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652,14.846835136413574,405044000
9/1/2023,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414,15.615203857421875,504231000
10/1/2023,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.895974159240723,384101000
11/1/2023,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.987897872924805,353285000
12/1/2023,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.497482299804688,551409000
13/1/2023,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.885162353515625,447287000
17/1/2023,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.68750762939453,511102000
18/1/2023,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.362775802612305,439624000
19/1/2023,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438,16.751272201538086,452932000
20/1/2023,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297,17.82439422607422,564967000
23/1/2023,18.06399917602539,19.24500084,17.81800079345703,19.19300079345703,19.17728614807129,655163000
24/1/2023,18.82699966430664,19.49500084,18.81999969482422,19.264999389648438,19.24922752380371,496204000
25/1/2023,18.913000106811523,19.37000084,18.579999923706055,19.322999954223633,19.307178497314453,449537000
26/1/2023,19.701000213623047,20.166000366210938,19.277999877929688,19.802000045776367,19.785785675048828,489535000
27/1/2023,19.461999893188477,20.628000259399414,19.405000686645508,20.364999771118164,20.34832763671875,542142000
30/1/2023,19.950000762939453,20.139999389648438,19.149999618530273,19.16200065612793,19.14631462097168,488611000
31/1/2023,19.170000076293945,19.687000274658203,18.950000762939453,19.53700065612793,19.521005630493164,498017000
1/2/2023,19.69099998474121,21.191999435424805,19.611000061035156,20.94300079345703,20.92585563659668,660477000
2/2/2023,21,21.948999404907227,20.700000762939453,21.708999633789062,21.691225051879883,564276000
3/2/2023,21,21.74500084,20.788999557495117,21.100000381469727,21.08272361755371,429366000
6/2/2023,20.805999755859375,21.56999969482422,20.785999298095703,21.089000701904297,21.071735382080078,452197000
7/2/2023,21.381999969482422,22.259000778198242,21.149999618530273,22.17300033569336,22.154848098754883,664150000
8/2/2023,22.386999130249023,22.878000259399414,22.007999420166016,22.204999923706055,22.18682098388672,559651000
9/2/2023,22.606000900268555,23.020000457763672,22.12000084,22.336999893188477,22.31871223449707,523876000
10/2/2023,21.690000534057617,22.077999114990234,20.81100082397461,21.264999389648438,21.247587203979492,550737000
13/2/2023,21.538000106811523,22.04800033569336,20.961999893188477,21.788000106811523,21.770160675048828,474919000
14/2/2023,21.577999114990234,23.048999786376953,21.365999221801758,22.97100067138672,22.952194213867188,675474000
15/2/2023,22.548999786376953,22.854999542236328,22.106000900268555,22.763999938964844,22.74536133,420575000
16/2/2023,22.132999420166016,22.549999237060547,21.927000045776367,22.00200080871582,21.983989715576172,412026000
17/2/2023,21.631000518798828,21.739999771118164,20.975000381469727,21.38800048828125,21.370487213134766,465888000
21/2/2023,21,21.493999481201172,20.618000030517578,20.655000686645508,20.638090133666992,410015000
22/2/2023,20.707000732421875,21.104000091552734,20.42099952697754,20.753999710083008,20.737009048461914,513184000
23/2/2023,23.440000534057617,23.88800048828125,23.024999618530273,23.663999557495117,23.644624710083008,1117995000
24/2/2023,23.225000381469727,23.474000930786133,22.94700050354004,23.285999298095703,23.26693344116211,589716000
27/2/2023,23.670000076293945,23.87999916,23.45400047302246,23.500999450683594,23.48175621032715,452994000
28/2/2023,23.371999740600586,23.825000762939453,23.20599937438965,23.215999603271484,23.196989059448242,455963000
1/3/2023,23.191999435424805,23.256000518798828,22.507999420166016,22.697999954223633,22.67941665649414,460026000
2/3/2023,22.488000869750977,23.37999916,22.43199920654297,23.31399917602539,23.29490852355957,389415000
3/3/2023,23.31999969482422,23.899999618530273,23.12999916,23.889999389648438,23.870439529418945,412393000
6/3/2023,23.891000747680664,24.24799919128418,23.48699951171875,23.554000854492188,23.534717559814453,437429000
7/3/2023,23.600000381469727,24.125,23.240999221801758,23.288000106811523,23.272884368896484,515154000
8/3/2023,23.48699951171875,24.200000762939453,23.423999786376953,24.180999755859375,24.16530418395996,513573000
9/3/2023,24.174999237060547,24.45400047302246,23.382999420166016,23.43600082397461,23.42078971862793,501257000
10/3/2023,23.409000396728516,23.62700080871582,22.72599983215332,22.96500015258789,22.95009422302246,474866000
13/3/2023,22.75200080871582,23.29800033569336,22.297000885009766,22.965999603271484,22.951091766357422,421890000
14/3/2023,23.496000289916992,24.21899986,23.459999084472656,24.062999725341797,24.047380447387695,474910000
15/3/2023,23.76099967956543,24.285999298095703,23.360000610351562,24.22800064086914,24.21227455,524486000
16/3/2023,24.027000427246094,25.58799934387207,23.893999099731445,25.541000366210938,25.524423599243164,583253000
17/3/2023,25.98200035095215,26.39900016784668,25.667999267578125,25.725000381469727,25.708301544189453,848547000
20/3/2023,25.614999771118164,26.02400016784668,25.12999916,25.899999618530273,25.88319206237793,432747000
21/3/2023,26.18000030517578,26.392000198364258,25.381000518798828,26.198999404907227,26.18199348449707,547408000
22/3/2023,26.424999237060547,27.589000701904297,26.23699951171875,26.468000411987305,26.45081901550293,797295000
23/3/2023,27.114999771118164,27.499000549316406,26.690000534057617,27.19099998474121,27.173351287841797,564889000
24/3/2023,27.03100014,27.16699981689453,26.354999542236328,26.77899932861328,26.76161766052246,454920000
27/3/2023,26.836999893188477,27,26.364999771118164,26.53100014,26.51378059387207,361026000
28/3/2023,26.44700050354004,26.51300048828125,25.850000381469727,26.40999984741211,26.392858505249023,356104000
29/3/2023,26.825000762939453,27.077999114990234,26.597000122070312,26.983999252319336,26.96648406982422,393694000
30/3/2023,27.229000091552734,27.499000549316406,27.101999282836914,27.382999420166016,27.36522674560547,364516000
31/3/2023,27.139999389648438,27.833999633789062,27.104999542236328,27.777000427246094,27.758974075317383,433933000
3/4/2023,27.509000778198242,28,27.336000442504883,27.96500015258789,27.946847915649414,398716000
4/4/2023,27.965999603271484,28,27.30699920654297,27.452999114990234,27.435182571411133,368592000
5/4/2023,26.82900047302246,26.99799919128418,26.395000457763672,26.881000518798828,26.86355209350586,515015000
6/4/2023,26.583999633789062,27.079999923706055,26.427000045776367,27.03700065612793,27.019453048706055,397654000
10/4/2023,26.822999954223633,27.621000289916992,26.66900062561035,27.57900047302246,27.56110382080078,395279000
11/4/2023,27.724000930786133,27.790000915527344,27.125999450683594,27.16900062561035,27.15136719,314378000
12/4/2023,27.37000084,27.468000411987305,26.447999954223633,26.49500084,26.477802276611328,446259000
13/4/2023,26.733999252319336,26.886999130249023,26.32900047302246,26.46299934387207,26.445823669433594,353615000
14/4/2023,26.503999710083008,26.882999420166016,26.219999313354492,26.757999420166016,26.740633010864258,395660000
17/4/2023,26.565000534057617,27.006000518798828,26.433000564575195,27.00200080871582,26.984472274780273,321471000
18/4/2023,27.533000946044922,28.110000610351562,27.35700035095215,27.66699981689453,27.649044036865234,604812000
19/4/2023,27.361000061035156,28,27.23200035095215,27.930999755859375,27.912872314453125,358660000
20/4/2023,27.67099952697754,28.030000686645508,27,27.104000091552734,27.086408615112305,427713000
21/4/2023,26.95199966430664,27.183000564575195,26.722000122070312,27.118999481201172,27.101396560668945,345103000
24/4/2023,27.01300048828125,27.365999221801758,26.67099952697754,27.04199981689453,27.024452209472656,339282000
25/4/2023,27.077999114990234,27.246999740600586,26.225000381469727,26.240999221801758,26.223970413208008,378527000
26/4/2023,27.00200080871582,27.329999923706055,26.704999923706055,26.95599937438965,26.938505172729492,406337000
27/4/2023,27.363000869750977,27.49500084,26.625,27.22599983215332,27.208328247070312,377161000
28/4/2023,27.225000381469727,27.757999420166016,27.070999145507812,27.749000549316406,27.730989456176758,292216000
1/5/2023,27.84000015258789,29.058000564575195,27.780000686645508,28.90999984741211,28.89123535,570329000
2/5/2023,28.68000030517578,28.836000442504883,28.08300018310547,28.209999084472656,28.191688537597656,402730000
3/5/2023,27.84000015258789,28.367000579833984,27.472000122070312,27.802000045776367,27.783954620361328,383387000
4/5/2023,27.650999069213867,27.858999252319336,27.239999771118164,27.562000274658203,27.544111251831055,321850000
5/5/2023,27.826000213623047,28.75499916,27.731000900268555,28.68000030517578,28.661388397216797,361494000
8/5/2023,28.52199935913086,29.219999313354492,28.350000381469727,29.150999069213867,29.132078170776367,344979000
9/5/2023,28.89900016784668,28.972999572753906,28.450000762939453,28.570999145507812,28.552453994750977,314869000
10/5/2023,29.00499916,29.113000869750977,28.461000442504883,28.885000228881836,28.866254806518555,369350000
11/5/2023,28.895999908447266,28.950000762939453,28.246000289916992,28.577999114990234,28.559452056884766,322149000
12/5/2023,28.52899932861328,28.780000686645508,28.04599952697754,28.34000015258789,28.32160758972168,274222000
15/5/2023,28.507999420166016,28.96899986,28.152000427246094,28.952999114990234,28.934207916259766,293926000
16/5/2023,28.840999603271484,29.87000084,28.832000732421875,29.21299934387207,29.194040298461914,449405000
17/5/2023,29.583999633789062,30.198999404907227,29.43000030517578,30.17799949645996,30.15841293334961,432535000
18/5/2023,30.40999984741211,31.827999114990234,30.31999969482422,31.67799949645996,31.657438278198242,748725000
19/5/2023,31.535999298095703,31.579999923706055,30.916000366210938,31.263999938964844,31.24370765686035,473908000
22/5/2023,30.900999069213867,31.520000457763672,30.68000030517578,31.176000595092773,31.155765533447266,372000000
23/5/2023,31,31.288000106811523,30.631000518798828,30.687999725341797,30.66808319091797,356253000
24/5/2023,30.209999084472656,30.60700035095215,29.805999755859375,30.538000106811523,30.518177032470703,721419000
25/5/2023,38.52299880981445,39.47999954223633,36.63499832,37.97999954223633,37.95534896850586,1543911000
26/5/2023,37.88999938964844,39.16999816894531,37.54999923706055,38.94599914550781,38.920719146728516,714397000
30/5/2023,40.595001220703125,41.93799973,39.94900131225586,40.111000061035156,40.08497238,923401000
31/5/2023,39.487998962402344,40.29499816894531,37.821998596191406,37.83399963378906,37.809444427490234,1002580000
1/6/2023,38.48899841308594,40.04999923706055,38.34000015258789,39.77000045776367,39.74419021606445,635873000
2/6/2023,40.09700012207031,40.5,39.05799865722656,39.32699966430664,39.30147171020508,482731000
5/6/2023,38.909000396728516,39.564998626708984,38.707000732421875,39.17100143432617,39.14557647705078,396094000
6/6/2023,38.83000183105469,39.15999984741211,38.14799880981445,38.65399932861328,38.628910064697266,388729000
7/6/2023,38.915000915527344,39.499000549316406,37.35599899291992,37.474998474121094,37.45454788208008,511998000
8/6/2023,37.72399902,38.86399841308594,37.505001068115234,38.50999832,38.488990783691406,417772000
9/6/2023,39.03699875,39.71099853515625,38.56700134277344,38.77000045776367,38.74884796142578,427717000
12/6/2023,39.20000076293945,39.529998779296875,38.61800003051758,39.481998443603516,39.460453033447266,388701000
13/6/2023,40.18600082397461,41.10100173950195,39.74000168,41.02199935913086,40.99961471557617,613208000
14/6/2023,40.82400131225586,43,40.551998138427734,42.99700164794922,42.973541259765625,740465000
15/6/2023,42.60200119018555,43.28900146484375,42.14699935913086,42.65299987792969,42.629730224609375,568622000
16/6/2023,43.45000076293945,43.72100067138672,42.6609993,42.69200134277344,42.668704986572266,655709000
20/6/2023,42.99800109863281,43.99000168,42.67399978637695,43.80799865722656,43.78409194946289,451153000
21/6/2023,43.500999450683594,43.61500168,42.08000183105469,43.04499816894531,43.021514892578125,551603000
22/6/2023,42.25299835205078,43.42599868774414,42.23400115966797,43.025001525878906,43.00152587890625,417737000
23/6/2023,42.4640007,42.808998107910156,42.01499938964844,42.20899963378906,42.185970306396484,358140000
26/6/2023,42.46099853515625,42.763999938964844,40.099998474121094,40.63199996948242,40.60982894897461,594322000
27/6/2023,40.79899978637695,41.939998626708984,40.448001861572266,41.875999450683594,41.853153228759766,462175000
28/6/2023,40.65999984741211,41.845001220703125,40.518001556396484,41.117000579833984,41.09456253051758,582639000
29/6/2023,41.55799865722656,41.599998474121094,40.599998474121094,40.821998596191406,40.79972457885742,380514000
30/6/2023,41.68000030517578,42.54999923706055,41.500999450683594,42.301998138427734,42.27891922,501148000
3/7/2023,42.516998291015625,42.89799880981445,42.20199966430664,42.41299819946289,42.389854431152344,198209000
5/7/2023,42.13499832,43.176998138427734,42.084999084472656,42.31700134277344,42.29391098022461,323618000
6/7/2023,41.84400177001953,42.17900085449219,41.34600067138672,42.10300064086914,42.08002853393555,303582000
7/7/2023,42.321998596191406,43.2140007,42.18000030517578,42.50299835205078,42.47980499267578,355881000
10/7/2023,42.65700149536133,42.81100082397461,41.64899826049805,42.18000030517578,42.15698242,353908000
11/7/2023,42.48099899291992,42.757999420166016,42.06700134277344,42.404998779296875,42.381858825683594,298244000
12/7/2023,43.03300094604492,43.935001373291016,42.777000427246094,43.902000427246094,43.87804412841797,481277000
13/7/2023,44.518001556396484,46.154998779296875,44.492000579833984,45.97700119018555,45.95191192626953,478204000
14/7/2023,46.58300018310547,48.08800125,45.060001373291016,45.46900177001953,45.444190979003906,772075000
17/7/2023,46.28900146484375,46.49599838256836,45.262001037597656,46.46099853515625,46.43564987182617,510488000
18/7/2023,46.70100021362305,47.895999908447266,45.73400115966797,47.49399948120117,47.46808624267578,569164000
19/7/2023,47.4640007,47.81800079345703,46.742000579833984,47.07699966430664,47.05131530761719,427502000
20/7/2023,46.50699996948242,47.08700180053711,45.06200027,45.52000045776367,45.49516296386719,537865000
21/7/2023,45.78799819946289,45.86600112915039,44.099998474121094,44.308998107910156,44.284820556640625,963769000
24/7/2023,44.73099899291992,45.10900115966797,44.040000915527344,44.61199951171875,44.58766174316406,382516000
25/7/2023,44.941001892089844,46.18299865722656,44.92300033569336,45.67900085449219,45.654075622558594,348081000
26/7/2023,46.020999908447266,46.053001403808594,44.630001068115234,45.45199966430664,45.42720413208008,364237000
27/7/2023,46.51900100708008,47.39500045776367,45.75,45.900001525878906,45.87495803833008,455976000
28/7/2023,46.667999267578125,47.027000427246094,46.38100051879883,46.75,46.72449493408203,331194000
31/7/2023,46.75400161743164,47.130001068115234,46.50600051879883,46.729000091552734,46.70350266,251055000
1/8/2023,46.459999084472656,46.900001525878906,46.027000427246094,46.50699996948242,46.481624603271484,237858000
2/8/2023,45.83100128173828,45.84000015258789,43.387001037597656,44.26900100708008,44.244850158691406,530142000
3/8/2023,43.79999923706055,45.11800003051758,43.79999923706055,44.51499938964844,44.49071121,324176000
4/8/2023,44.98500061035156,45.641998291015625,44.393001556396484,44.68000030517578,44.655616760253906,362666000
7/8/2023,45.111000061035156,45.540000915527344,44.56299973,45.41699981689453,45.392215728759766,322154000
8/8/2023,44.85300064086914,45.242000579833984,44.055999755859375,44.66400146484375,44.63964080810547,353843000
9/8/2023,44.27399826049805,44.31200027,42.13399887084961,42.55400085449219,42.53078079223633,586449000
10/8/2023,42.15999984741211,43.57400131225586,41.834999084472656,42.38800048828125,42.36487579345703,492705000
11/8/2023,41.750999450683594,42.018001556396484,40.638999938964844,40.85499954223633,40.832706451416016,533085000
14/8/2023,40.486000061035156,43.79999923706055,40.31100082397461,43.75299835205078,43.72912598,690286000
15/8/2023,44.560001373291016,45.268001556396484,43.709999084472656,43.939998626708984,43.91602325439453,676512000
16/8/2023,44.52000045776367,44.67499923706055,43.40599822998047,43.486000061035156,43.46227264404297,527451000
17/8/2023,43.970001220703125,44.06200027,43.000999450683594,43.34400177001953,43.32034683227539,452395000
18/8/2023,42.63499832,43.577999114990234,41.65999984741211,43.29899978637695,43.27537155151367,583768000
21/8/2023,44.49399948120117,47.064998626708984,44.22200012207031,46.96699905395508,46.94137191772461,692573000
22/8/2023,48.13499832,48.18700027,45.33300018310547,45.667999267578125,45.64308166503906,755293000
23/8/2023,45.86600112915039,47.20000076293945,45.20800018310547,47.11600112915039,47.090293884277344,779046000
24/8/2023,50.215999603271484,50.26599884033203,47.159000396728516,47.16299819946289,47.13726806640625,1156044000
25/8/2023,47.012001037597656,47.80500030517578,45.02399826049805,46.018001556396484,45.99288558959961,925341000
28/8/2023,46.481998443603516,46.97999954223633,44.88800048828125,46.834999084472656,46.809444427490234,685192000
29/8/2023,46.66600036621094,49.08100128173828,46.39099884033203,48.784000396728516,48.757381439208984,701397000
30/8/2023,49.04399871826172,49.926998138427734,48.42499923706055,49.263999938964844,49.237125396728516,735206000
31/8/2023,49.380001068115234,49.74399948120117,48.95800018310547,49.35499954223633,49.32807540893555,528570000
1/9/2023,49.762001037597656,49.79999923706055,48.141998291015625,48.50899887084961,48.4825325,463830000
5/9/2023,48.222999572753906,48.85100173950195,47.86000061035156,48.54800033569336,48.521514892578125,382653000
6/9/2023,48.441001892089844,48.54899978637695,46.58000183105469,47.06100082397461,47.03919601,468670000
7/9/2023,45.525001525878906,46.34400177001953,45.152000427246094,46.24100112915039,46.219573974609375,433330000
8/9/2023,45.94200134277344,46.60599899291992,45.270999908447266,45.571998596191406,45.55088806152344,473069000
11/9/2023,46.14799880981445,46.16299819946289,44.31200027,45.178001403808594,45.157066345214844,473966000
12/9/2023,44.737998962402344,45.67300033569336,44.53099822998047,44.869998931884766,44.849212646484375,349256000
13/9/2023,44.599998474121094,45.93000030517578,44.50299835205078,45.48500061035156,45.463932037353516,398355000
14/9/2023,45.95000076293945,45.98699951171875,45.13100051879883,45.58100128173828,45.55988311767578,370097000
15/9/2023,45.340999603271484,45.59899902,43.80799865722656,43.900001525878906,43.879661560058594,506831000
18/9/2023,42.74800109863281,44.242000579833984,42,43.965999603271484,43.94562530517578,500271000
19/9/2023,43.83300018310547,43.965999603271484,43.00199890136719,43.52000045776367,43.49983596801758,373064000
20/9/2023,43.599998474121094,43.90299987792969,42.222999572753906,42.23899841308594,42.21943283081055,367108000
21/9/2023,41.58300018310547,42.099998474121094,40.97999954223633,41.016998291015625,40.99799728393555,450736000
22/9/2023,41.571998596191406,42.11500168,41.23099899291992,41.61000061035156,41.590721130371094,479236000
25/9/2023,41.590999603271484,42.5359993,41.176998138427734,42.22200012207031,42.20244216918945,419091000
26/9/2023,42.000999450683594,42.81999969482422,41.654998779296875,41.9109993,41.89158248901367,402282000
27/9/2023,42.33000183105469,42.87200164794922,41.62900161743164,42.46799850463867,42.44832229614258,444935000
28/9/2023,42.459999084472656,43.44599914550781,42.11500168,43.0890007,43.069034576416016,424663000
29/9/2023,43.82699966430664,44.14400100708008,43.30699920654297,43.499000549316406,43.47885513305664,397830000
2/10/2023,44.029998779296875,45.17499923706055,43.861000061035156,44.78200149536133,44.761253356933594,433298000
3/10/2023,44.80799865722656,45.130001068115234,43.24599838256836,43.516998291015625,43.49683380126953,470850000
4/10/2023,43.742000579833984,44.143001556396484,43.29199981689453,44.04100036621094,44.020599365234375,361821000
5/10/2023,44.04999923706055,44.900001525878906,43.88800048828125,44.68799973,44.667293548583984,393483000
6/10/2023,44.19300079345703,45.78900146484375,44.02600098,45.762001037597656,45.74079895019531,434436000
9/10/2023,44.84199905395508,45.60499954223633,44.36800003051758,45.27299880981445,45.25202560424805,409675000
10/10/2023,45.310001373291016,46.25899887084961,45.08800125,45.79800033569336,45.77678298950195,368582000
11/10/2023,46.19599914550781,46.85900115966797,46.04999923706055,46.805999755859375,46.7843132,378137000
12/10/2023,46.777000427246094,47.60900115966797,46.33000183105469,46.94499969482422,46.92325210571289,481325000
13/10/2023,46.959999084472656,47.11600112915039,45.279998779296875,45.46099853515625,45.43993377685547,474115000
16/10/2023,45.06299973,46.224998474121094,44.91199875,46.095001220703125,46.07365036010742,375099000
17/10/2023,44,44.75400161743164,42.47999954223633,43.93799973,43.91764450073242,812333000
18/10/2023,42.590999603271484,43.21900177001953,41.82500076293945,42.19599914550781,42.17645263671875,627294000
19/10/2023,42.81100082397461,43.297000885009766,41.88199996948242,42.10100173950195,42.08149719238281,501233000
20/10/2023,41.88999938964844,42.470001220703125,41.077999114990234,41.387001037597656,41.36782455444336,477266000
23/10/2023,41.229000091552734,43.24800109863281,40.94499969482422,42.974998474121094,42.95509338378906,478530000
24/10/2023,43.07699966430664,43.696998596191406,42.691001892089844,43.66299819946289,43.64277267456055,401463000
25/10/2023,43.39799880981445,43.650001525878906,41.55500030517578,41.77899932861328,41.75964355,398379000
26/10/2023,41.85300064086914,42.25600051879883,39.880001068115234,40.32600021362305,40.30731964111328,541001000
27/10/2023,41.130001068115234,41.20600128173828,40.01499938964844,40.5,40.481239318847656,416784000
30/10/2023,41.08700180053711,41.76599884033203,40.48099899291992,41.1609993,41.141929626464844,388028000
31/10/2023,40.45000076293945,40.87900161743164,39.22999954223633,40.779998779296875,40.7611084,517969000
1/11/2023,40.88399887084961,42.38100051879883,40.86899948120117,42.32500076293945,42.305397033691406,437593000
2/11/2023,43.327999114990234,43.88399887084961,42.89400100708008,43.50600051879883,43.48583984,409172000
3/11/2023,44.02000045776367,45.308998107910156,43.722999572753906,45.005001068115234,44.98414993286133,424610000
6/11/2023,45.28499984741211,45.935001373291016,44.89899826049805,45.750999450683594,45.729801177978516,400733000
7/11/2023,45.71900177001953,46.21799850463867,45.15800094604492,45.95500183105469,45.933712005615234,343165000
8/11/2023,46.099998474121094,46.867000579833984,45.96799850463867,46.57400131225586,46.55242156982422,346719000
9/11/2023,47.46699905395508,48.22999954223633,46.75,46.95000076293945,46.92824935913086,540496000
10/11/2023,47.5,48.47200012207031,47.28300094604492,48.334999084472656,48.31260299682617,421245000
13/11/2023,48.31999969482422,49.11600112915039,48.09899902,48.619998931884766,48.59747314453125,384136000
14/11/2023,49.68000030517578,49.83399963378906,49.040000915527344,49.65599822998047,49.632991790771484,416954000
15/11/2023,49.935001373291016,49.959999084472656,48.20000076293945,48.88800048828125,48.865352630615234,475497000
16/11/2023,48.67900085449219,49.525001525878906,48.33000183105469,49.47999954223633,49.45708084106445,339756000
17/11/2023,49.52399826049805,49.71699905395508,49.00699996948242,49.29800033569336,49.27516555786133,325205000
20/11/2023,49.31200027,50.54800033569336,49.180999755859375,50.409000396728516,50.38564682006836,414120000
21/11/2023,50.125999450683594,50.516998291015625,49.22200012207031,49.944000244140625,49.920860290527344,565747000
22/11/2023,49.85200119018555,50.334999084472656,47.689998626708984,48.715999603271484,48.69342803955078,899420000
24/11/2023,48.470001220703125,48.92100143432617,47.744998931884766,47.77600098,47.75386428833008,294645000
27/11/2023,47.79999923706055,48.529998779296875,47.652000427246094,48.242000579833984,48.21965026855469,395662000
28/11/2023,48.236000061035156,48.323001861572266,47.472999572753906,47.82099914550781,47.79884338378906,401491000
29/11/2023,48.37900161743164,48.762001037597656,47.86000061035156,48.13999938964844,48.11770248413086,382005000
30/11/2023,48.02399826049805,48.11000061035156,46.422000885009766,46.77000045776367,46.74833679199219,526247000
1/12/2023,46.525001525878906,47.20000076293945,46.18700027,46.76499938964844,46.74333572387695,369317000
4/12/2023,46.07699966430664,46.07699966430664,45.00999832,45.50999832,45.48891067504883,437543000
5/12/2023,45.465999603271484,46.599998474121094,45.270999908447266,46.566001892089844,46.548519134521484,371718000
6/12/2023,47.21500015258789,47.387001037597656,45.41199875,45.50299835205078,45.48591232299805,380590000
7/12/2023,45.70000076293945,46.62900161743164,45.604000091552734,46.59600067138672,46.57851028442383,350823000
8/12/2023,46.595001220703125,47.74100112915039,46.54999923706055,47.50600051879883,47.48816680908203,359224000
11/12/2023,47.49100112915039,47.53099822998047,45.83000183105469,46.62699890136719,46.60949707,509728000
12/12/2023,46.04600143432617,47.66600036621094,46.04600143432617,47.65700149536133,47.63911056518555,372387000
13/12/2023,47.62900161743164,48.59400177001953,47.608001708984375,48.08800125,48.06995391845703,447792000
14/12/2023,48.38999938964844,48.66999816894531,47.422000885009766,48.349998474121094,48.33184814453125,391232000
15/12/2023,48.194000244140625,49.40399932861328,48.119998931884766,48.88999938964844,48.871646881103516,479948000
18/12/2023,49.400001525878906,50.43299865722656,49.150001525878906,50.07699966430664,50.05820083618164,412587000
19/12/2023,49.42399978637695,49.70000076293945,48.89500045776367,49.604000091552734,49.58537673950195,464444000
20/12/2023,49.654998779296875,49.999000549316406,48.097999572753906,48.111000061035156,48.092933654785156,397894000
21/12/2023,48.81100082397461,49.095001220703125,48.41899871826172,48.99000168,48.97161102294922,300425000
22/12/2023,49.19499969482422,49.382999420166016,48.46699905395508,48.83000183105469,48.81167221069336,252507000
26/12/2023,48.96799850463867,49.599998474121094,48.959999084472656,49.27899932861328,49.26049805,244200000
27/12/2023,49.51100158691406,49.68000030517578,49.084999084472656,49.41699981689453,49.39844894,233648000
